,open,high,low,close,volume
2023-01-01 00:00:00,20.198685661204493,20.4603108784927,20.025262528359093,20.198685661204493,9247162.543234114
2023-01-01 01:00:00,20.142850716403053,20.382057777964466,19.801325496058556,20.142850716403053,7734710.104508999
2023-01-01 02:00:00,20.403816870092577,20.52193656921439,19.986116687818644,20.403816870092577,9424680.758905614
2023-01-01 03:00:00,21.025390517918535,21.038917759530044,20.719384990657048,21.025390517918535,2737997.1478842683
2023-01-01 04:00:00,20.927011274162385,21.022265124707193,20.917555293534562,20.927011274162385,5498768.195809572
2023-01-01 05:00:00,20.82912013087079,21.04066648291062,20.620291576948297,20.82912013087079,9945375.397344178
2023-01-01 06:00:00,21.487117299548526,21.527396916866977,21.408938478648885,21.487117299548526,7134203.642884441
2023-01-01 07:00:00,21.817066787466143,21.82851145059877,21.741572228930117,21.817066787466143,8907770.061903317
2023-01-01 08:00:00,21.612390057228755,21.78092966484672,21.492602417960253,21.612390057228755,1273544.1444956972
2023-01-01 09:00:00,21.847104692083995,21.929055146918742,21.670349754531195,21.847104692083995,8845821.087115936
2023-01-01 10:00:00,21.644836102173763,21.984339465810773,21.57366120870553,21.644836102173763,7279419.111148879
2023-01-01 11:00:00,21.443460831828002,21.612445515252123,21.221564085585513,21.443460831828002,2536798.9058893956
2023-01-01 12:00:00,21.547487706092937,21.68903941590075,21.31381153180111,21.547487706092937,1231128.6078123692
2023-01-01 13:00:00,20.72323938410089,21.02037599562422,20.72213471662997,20.72323938410089,3339339.203130876
2023-01-01 14:00:00,20.008610859416365,20.284188554249113,19.84134489036697,20.008610859416365,9241960.230934933
2023-01-01 15:00:00,19.783898017086678,19.851823098134112,19.587044753883387,19.783898017086678,7013196.448302578
2023-01-01 16:00:00,19.383458258737313,19.604857551965495,19.29414144467365,19.383458258737313,9275221.938549919
2023-01-01 17:00:00,19.50561019372304,19.73133780419157,19.42887659824381,19.50561019372304,5015357.042448334
2023-01-01 18:00:00,19.15172812855763,19.184572499696426,18.979993092736827,19.15172812855763,9429643.857117169
2023-01-01 19:00:00,18.61112869552017,18.747859278253156,18.486552083313413,18.61112869552017,5166638.339005051
2023-01-01 20:00:00,19.157045998785094,19.34017506398786,18.821527756900117,19.157045998785094,2838292.51976501
2023-01-01 21:00:00,19.070941206896997,19.29665516040509,19.054793669815485,19.070941206896997,2362541.1776600257
2023-01-01 22:00:00,19.09711391975635,19.31953100620341,18.803089846996,19.09711391975635,9944306.317315398
2023-01-01 23:00:00,18.553377722648467,18.77674436939572,18.33172358623732,18.553377722648467,4004763.953271138
2023-01-02 00:00:00,18.351815975033837,18.393154666782937,18.343806575108882,18.351815975033837,2440477.227858289
2023-01-02 01:00:00,18.392982625303603,18.50874081726068,18.36726458744282,18.392982625303603,1075675.8780167694
2023-01-02 02:00:00,17.97005137568874,18.023794243953382,17.61610305747834,17.97005137568874,3570126.0987666016
